Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_16,EntityMap_1_16,Magic Number,The method contains a magic number: 0x3B,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_16,EntityMap_1_16,Magic Number,The method contains a magic number: 0x3E,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_16,EntityMap_1_16,Magic Number,The method contains a magic number: 0x44,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_16,EntityMap_1_16,Magic Number,The method contains a magic number: 0x45,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_16,EntityMap_1_16,Magic Number,The method contains a magic number: 0x46,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_16,EntityMap_1_16,Magic Number,The method contains a magic number: 0x47,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_16,EntityMap_1_16,Magic Number,The method contains a magic number: 0x4B,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_16,EntityMap_1_16,Magic Number,The method contains a magic number: 0x55,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_16,EntityMap_1_16,Magic Number,The method contains a magic number: 0x56,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_16,EntityMap_1_16,Magic Number,The method contains a magic number: 0x58,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_16,EntityMap_1_16,Magic Number,The method contains a magic number: 0x59,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_16,EntityMap_1_16,Magic Number,The method contains a magic number: 0x0E,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_16,EntityMap_1_16,Magic Number,The method contains a magic number: 0x1C,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_16,rewriteClientbound,Complex Conditional,The conditional expression type == 2 || type == 102 || type == 72 is complex.,48
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_16,rewriteClientbound,Complex Method,Cyclomatic complexity of the method is 21,48
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_16,rewriteClientbound,Magic Number,The method contains a magic number: 0x45,48
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_16,rewriteClientbound,Magic Number,The method contains a magic number: 4,48
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_16,rewriteClientbound,Magic Number,The method contains a magic number: 0x55,48
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_16,rewriteClientbound,Magic Number,The method contains a magic number: 0x4B,48
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_16,rewriteClientbound,Magic Number,The method contains a magic number: 0x37,48
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_16,rewriteClientbound,Magic Number,The method contains a magic number: 2,48
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_16,rewriteClientbound,Magic Number,The method contains a magic number: 102,48
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_16,rewriteClientbound,Magic Number,The method contains a magic number: 72,48
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_16,rewriteClientbound,Magic Number,The method contains a magic number: 2,48
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_16,rewriteClientbound,Magic Number,The method contains a magic number: 72,48
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_16,rewriteClientbound,Magic Number,The method contains a magic number: 26,48
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_16,rewriteClientbound,Magic Number,The method contains a magic number: 0x04,48
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_16,rewriteClientbound,Magic Number,The method contains a magic number: 0x32,48
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_16,rewriteClientbound,Magic Number,The method contains a magic number: 2,48
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_16,rewriteClientbound,Magic Number,The method contains a magic number: 0x44,48
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_16,rewriteClientbound,Magic Number,The method contains a magic number: 7,48
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_16,rewriteClientbound,Magic Number,The method contains a magic number: 8,48
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_16,rewriteClientbound,Magic Number,The method contains a magic number: 16,48
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_16,rewriteClientbound,Magic Number,The method contains a magic number: 0x50,48
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_16,rewriteServerbound,Magic Number,The method contains a magic number: 0x2C,163
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_8,EntityMap_1_8,Magic Number,The method contains a magic number: 0x04,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_8,EntityMap_1_8,Magic Number,The method contains a magic number: 0x0A,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_8,EntityMap_1_8,Magic Number,The method contains a magic number: 0x0B,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_8,EntityMap_1_8,Magic Number,The method contains a magic number: 0x0C,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_8,EntityMap_1_8,Magic Number,The method contains a magic number: 0x0D,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_8,EntityMap_1_8,Magic Number,The method contains a magic number: 0x0E,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_8,EntityMap_1_8,Magic Number,The method contains a magic number: 0x0F,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_8,EntityMap_1_8,Magic Number,The method contains a magic number: 0x10,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_8,EntityMap_1_8,Magic Number,The method contains a magic number: 0x11,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_8,EntityMap_1_8,Magic Number,The method contains a magic number: 0x12,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_8,EntityMap_1_8,Magic Number,The method contains a magic number: 0x14,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_8,EntityMap_1_8,Magic Number,The method contains a magic number: 0x15,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_8,EntityMap_1_8,Magic Number,The method contains a magic number: 0x16,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_8,EntityMap_1_8,Magic Number,The method contains a magic number: 0x17,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_8,EntityMap_1_8,Magic Number,The method contains a magic number: 0x18,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_8,EntityMap_1_8,Magic Number,The method contains a magic number: 0x19,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_8,EntityMap_1_8,Magic Number,The method contains a magic number: 0x1A,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_8,EntityMap_1_8,Magic Number,The method contains a magic number: 0x1B,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_8,EntityMap_1_8,Magic Number,The method contains a magic number: 0x1C,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_8,EntityMap_1_8,Magic Number,The method contains a magic number: 0x1D,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_8,EntityMap_1_8,Magic Number,The method contains a magic number: 0x1E,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_8,EntityMap_1_8,Magic Number,The method contains a magic number: 0x20,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_8,EntityMap_1_8,Magic Number,The method contains a magic number: 0x25,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_8,EntityMap_1_8,Magic Number,The method contains a magic number: 0x2C,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_8,EntityMap_1_8,Magic Number,The method contains a magic number: 0x43,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_8,EntityMap_1_8,Magic Number,The method contains a magic number: 0x49,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_8,EntityMap_1_8,Magic Number,The method contains a magic number: 0x02,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_8,EntityMap_1_8,Magic Number,The method contains a magic number: 0x0B,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_8,rewriteClientbound,Complex Method,Cyclomatic complexity of the method is 19,50
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_8,rewriteClientbound,Magic Number,The method contains a magic number: 0x0D,50
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_8,rewriteClientbound,Magic Number,The method contains a magic number: 0x1B,50
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_8,rewriteClientbound,Magic Number,The method contains a magic number: 4,50
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_8,rewriteClientbound,Magic Number,The method contains a magic number: 0x13,50
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_8,rewriteClientbound,Magic Number,The method contains a magic number: 0x0E,50
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_8,rewriteClientbound,Magic Number,The method contains a magic number: 60,50
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_8,rewriteClientbound,Magic Number,The method contains a magic number: 90,50
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_8,rewriteClientbound,Magic Number,The method contains a magic number: 14,50
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_8,rewriteClientbound,Magic Number,The method contains a magic number: 6,50
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_8,rewriteClientbound,Magic Number,The method contains a magic number: 6,50
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_8,rewriteClientbound,Magic Number,The method contains a magic number: 6,50
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_8,rewriteClientbound,Magic Number,The method contains a magic number: 0x0C,50
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_8,rewriteClientbound,Magic Number,The method contains a magic number: 0x42,50
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_8,rewriteClientbound,Magic Number,The method contains a magic number: 2,50
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_8,rewriteServerbound,Magic Number,The method contains a magic number: 0x18,152
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_9,EntityMap_1_9,Magic Number,The method contains a magic number: 0x03,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_9,EntityMap_1_9,Magic Number,The method contains a magic number: 0x04,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_9,EntityMap_1_9,Magic Number,The method contains a magic number: 0x05,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_9,EntityMap_1_9,Magic Number,The method contains a magic number: 0x06,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_9,EntityMap_1_9,Magic Number,The method contains a magic number: 0x08,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_9,EntityMap_1_9,Magic Number,The method contains a magic number: 0x1B,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_9,EntityMap_1_9,Magic Number,The method contains a magic number: 0x25,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_9,EntityMap_1_9,Magic Number,The method contains a magic number: 0x26,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_9,EntityMap_1_9,Magic Number,The method contains a magic number: 0x27,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_9,EntityMap_1_9,Magic Number,The method contains a magic number: 0x28,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_9,EntityMap_1_9,Magic Number,The method contains a magic number: 0x2F,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_9,EntityMap_1_9,Magic Number,The method contains a magic number: 0x31,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_9,EntityMap_1_9,Magic Number,The method contains a magic number: 0x34,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_9,EntityMap_1_9,Magic Number,The method contains a magic number: 0x36,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_9,EntityMap_1_9,Magic Number,The method contains a magic number: 0x39,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_9,EntityMap_1_9,Magic Number,The method contains a magic number: 0x3A,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_9,EntityMap_1_9,Magic Number,The method contains a magic number: 0x3B,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_9,EntityMap_1_9,Magic Number,The method contains a magic number: 0x3C,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_9,EntityMap_1_9,Magic Number,The method contains a magic number: 0x40,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_9,EntityMap_1_9,Magic Number,The method contains a magic number: 0x49,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_9,EntityMap_1_9,Magic Number,The method contains a magic number: 0x4A,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_9,EntityMap_1_9,Magic Number,The method contains a magic number: 0x4B,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_9,EntityMap_1_9,Magic Number,The method contains a magic number: 0x4C,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_9,EntityMap_1_9,Magic Number,The method contains a magic number: 0x0A,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_9,EntityMap_1_9,Magic Number,The method contains a magic number: 0x14,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_9,rewriteClientbound,Complex Conditional,The conditional expression type == 60 || type == 90 || type == 91 is complex.,49
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_9,rewriteClientbound,Complex Method,Cyclomatic complexity of the method is 20,49
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_9,rewriteClientbound,Magic Number,The method contains a magic number: 0x3A,49
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_9,rewriteClientbound,Magic Number,The method contains a magic number: 4,49
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_9,rewriteClientbound,Magic Number,The method contains a magic number: 0x49,49
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_9,rewriteClientbound,Magic Number,The method contains a magic number: 0x40,49
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_9,rewriteClientbound,Magic Number,The method contains a magic number: 0x30,49
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_9,rewriteClientbound,Magic Number,The method contains a magic number: 60,49
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_9,rewriteClientbound,Magic Number,The method contains a magic number: 90,49
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_9,rewriteClientbound,Magic Number,The method contains a magic number: 91,49
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_9,rewriteClientbound,Magic Number,The method contains a magic number: 60,49
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_9,rewriteClientbound,Magic Number,The method contains a magic number: 91,49
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_9,rewriteClientbound,Magic Number,The method contains a magic number: 26,49
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_9,rewriteClientbound,Magic Number,The method contains a magic number: 0x05,49
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_9,rewriteClientbound,Magic Number,The method contains a magic number: 0x2C,49
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_9,rewriteClientbound,Magic Number,The method contains a magic number: 2,49
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_9,rewriteClientbound,Magic Number,The method contains a magic number: 0x39,49
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_9,rewriteClientbound,Magic Number,The method contains a magic number: 5,49
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_9,rewriteClientbound,Magic Number,The method contains a magic number: 12,49
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_9,rewriteServerbound,Magic Number,The method contains a magic number: 0x1B,158
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_9_4,EntityMap_1_9_4,Magic Number,The method contains a magic number: 0x03,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_9_4,EntityMap_1_9_4,Magic Number,The method contains a magic number: 0x04,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_9_4,EntityMap_1_9_4,Magic Number,The method contains a magic number: 0x05,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_9_4,EntityMap_1_9_4,Magic Number,The method contains a magic number: 0x06,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_9_4,EntityMap_1_9_4,Magic Number,The method contains a magic number: 0x08,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_9_4,EntityMap_1_9_4,Magic Number,The method contains a magic number: 0x1B,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_9_4,EntityMap_1_9_4,Magic Number,The method contains a magic number: 0x25,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_9_4,EntityMap_1_9_4,Magic Number,The method contains a magic number: 0x26,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_9_4,EntityMap_1_9_4,Magic Number,The method contains a magic number: 0x27,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_9_4,EntityMap_1_9_4,Magic Number,The method contains a magic number: 0x28,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_9_4,EntityMap_1_9_4,Magic Number,The method contains a magic number: 0x2F,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_9_4,EntityMap_1_9_4,Magic Number,The method contains a magic number: 0x31,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_9_4,EntityMap_1_9_4,Magic Number,The method contains a magic number: 0x34,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_9_4,EntityMap_1_9_4,Magic Number,The method contains a magic number: 0x36,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_9_4,EntityMap_1_9_4,Magic Number,The method contains a magic number: 0x39,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_9_4,EntityMap_1_9_4,Magic Number,The method contains a magic number: 0x3A,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_9_4,EntityMap_1_9_4,Magic Number,The method contains a magic number: 0x3B,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_9_4,EntityMap_1_9_4,Magic Number,The method contains a magic number: 0x3C,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_9_4,EntityMap_1_9_4,Magic Number,The method contains a magic number: 0x40,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_9_4,EntityMap_1_9_4,Magic Number,The method contains a magic number: 0x48,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_9_4,EntityMap_1_9_4,Magic Number,The method contains a magic number: 0x49,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_9_4,EntityMap_1_9_4,Magic Number,The method contains a magic number: 0x4A,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_9_4,EntityMap_1_9_4,Magic Number,The method contains a magic number: 0x4B,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_9_4,EntityMap_1_9_4,Magic Number,The method contains a magic number: 0x0A,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_9_4,EntityMap_1_9_4,Magic Number,The method contains a magic number: 0x14,17
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_9_4,rewriteClientbound,Complex Conditional,The conditional expression type == 60 || type == 90 || type == 91 is complex.,49
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_9_4,rewriteClientbound,Complex Method,Cyclomatic complexity of the method is 20,49
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_9_4,rewriteClientbound,Magic Number,The method contains a magic number: 0x3A,49
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_9_4,rewriteClientbound,Magic Number,The method contains a magic number: 4,49
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_9_4,rewriteClientbound,Magic Number,The method contains a magic number: 0x48,49
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_9_4,rewriteClientbound,Magic Number,The method contains a magic number: 0x40,49
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_9_4,rewriteClientbound,Magic Number,The method contains a magic number: 0x30,49
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_9_4,rewriteClientbound,Magic Number,The method contains a magic number: 60,49
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_9_4,rewriteClientbound,Magic Number,The method contains a magic number: 90,49
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_9_4,rewriteClientbound,Magic Number,The method contains a magic number: 91,49
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_9_4,rewriteClientbound,Magic Number,The method contains a magic number: 60,49
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_9_4,rewriteClientbound,Magic Number,The method contains a magic number: 91,49
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_9_4,rewriteClientbound,Magic Number,The method contains a magic number: 26,49
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_9_4,rewriteClientbound,Magic Number,The method contains a magic number: 0x05,49
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_9_4,rewriteClientbound,Magic Number,The method contains a magic number: 0x2C,49
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_9_4,rewriteClientbound,Magic Number,The method contains a magic number: 2,49
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_9_4,rewriteClientbound,Magic Number,The method contains a magic number: 0x39,49
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_9_4,rewriteClientbound,Magic Number,The method contains a magic number: 5,49
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_9_4,rewriteClientbound,Magic Number,The method contains a magic number: 12,49
BungeeCord1,net.md_5.bungee.entitymap,EntityMap_1_9_4,rewriteServerbound,Magic Number,The method contains a magic number: 0x1B,158
BungeeCord1,net.md_5.bungee.forge,ForgeClientHandler,handle,Magic Number,The method contains a magic number: 128,48
BungeeCord1,net.md_5.bungee.forge,ForgeClientHandler,setServerModList,Magic Number,The method contains a magic number: 2,100
BungeeCord1,net.md_5.bungee.forge,ForgeClientHandler,setServerIdList,Magic Number,The method contains a magic number: 3,118
BungeeCord1,net.md_5.bungee.forge,ForgeLogger,logServer,Long Statement,The length of the statement "String log="[" + stateName + " "+ dir+ "]["+ direction.name()+ ": "+ getNameFromDiscriminator(message.getTag()`message)+ "]";" is 125.,13
BungeeCord1,net.md_5.bungee.forge,ForgeLogger,logClient,Long Statement,The length of the statement "String log="[" + stateName + " "+ dir+ "]["+ direction.name()+ ": "+ getNameFromDiscriminator(message.getTag()`message)+ "]";" is 125.,20
BungeeCord1,net.md_5.bungee.forge,ForgeLogger,getNameFromDiscriminator,Complex Method,Cyclomatic complexity of the method is 11,27
BungeeCord1,net.md_5.bungee.forge,ForgeLogger,getNameFromDiscriminator,Magic Number,The method contains a magic number: 2,27
BungeeCord1,net.md_5.bungee.forge,ForgeLogger,getNameFromDiscriminator,Magic Number,The method contains a magic number: 2,27
BungeeCord1,net.md_5.bungee.forge,ForgeLogger,getNameFromDiscriminator,Magic Number,The method contains a magic number: 3,27
BungeeCord1,net.md_5.bungee.forge,ForgeLogger,getNameFromDiscriminator,Magic Number,The method contains a magic number: 2,27
BungeeCord1,net.md_5.bungee.forge,ForgeLogger,getNameFromDiscriminator,Missing default,The following switch statement is missing a default case: !org.eclipse.jdt.core.dom.SwitchStatement@6c057a05,27
BungeeCord1,net.md_5.bungee.forge,ForgeLogger,getNameFromDiscriminator,Missing default,The following switch statement is missing a default case: !org.eclipse.jdt.core.dom.SwitchStatement@30cbb49,27
BungeeCord1,net.md_5.bungee.forge,ForgeServerHandler,handle,Long Statement,The length of the statement "if (!message.getTag().equalsIgnoreCase(ForgeConstants.FML_HANDSHAKE_TAG) && !message.getTag().equalsIgnoreCase(ForgeConstants.FORGE_REGISTER)) {" is 144.,35
BungeeCord1,net.md_5.bungee.forge,ForgeUtils,readModList,Magic Number,The method contains a magic number: 2,31
BungeeCord1,net.md_5.bungee.forge,ForgeUtils,readModList,Magic Number,The method contains a magic number: 2,31
BungeeCord1,net.md_5.bungee.forge,ForgeUtils,getFmlBuildNumber,Magic Number,The method contains a magic number: 4,54
BungeeCord1,net.md_5.bungee.forge,ForgeUtils,getFmlBuildNumber,Magic Number,The method contains a magic number: 4,54
BungeeCord1,net.md_5.bungee.http,HttpClient,get,Magic Number,The method contains a magic number: 80,32
BungeeCord1,net.md_5.bungee.http,HttpClient,get,Magic Number,The method contains a magic number: 443,32
BungeeCord1,net.md_5.bungee.http,HttpClient,get,Missing default,The following switch statement is missing a default case: !org.eclipse.jdt.core.dom.SwitchStatement@56edcdb5,32
BungeeCord1,net.md_5.bungee.module,JenkinsModuleSource,retrieve,Long Statement,The length of the statement "URL website=new URL("https://ci.md-5.net/job/BungeeCord/" + version.getBuild() + "/artifact/module/"+ module.getName().replace('_'`'-')+ "/target/"+ module.getName()+ ".jar");" is 175.,15
BungeeCord1,net.md_5.bungee.module,JenkinsModuleSource,retrieve,Magic Number,The method contains a magic number: 15000,15
BungeeCord1,net.md_5.bungee.module,JenkinsModuleSource,retrieve,Magic Number,The method contains a magic number: 15000,15
BungeeCord1,net.md_5.bungee.module,ModuleManager,load,Complex Method,Cyclomatic complexity of the method is 11,35
BungeeCord1,net.md_5.bungee.module,ModuleManager,load,Magic Number,The method contains a magic number: 2,35
BungeeCord1,net.md_5.bungee.netty,ChannelWrapper,delayedClose,Magic Number,The method contains a magic number: 250,135
BungeeCord1,net.md_5.bungee.netty,HandlerBoss,channelRead,Complex Method,Cyclomatic complexity of the method is 8,80
BungeeCord1,net.md_5.bungee.netty,HandlerBoss,channelRead,Long Statement,The length of the statement "ProxyServer.getInstance().getLogger().log(Level.FINE`"Set remote address via PROXY {0} -> {1}"`new Object[]{channel.getRemoteAddress()`newAddress});" is 148.,80
BungeeCord1,net.md_5.bungee.netty,HandlerBoss,exceptionCaught,Complex Conditional,The conditional expression cause instanceof IOException || (cause instanceof IllegalStateException && handler instanceof InitialHandler) is complex.,145
BungeeCord1,net.md_5.bungee.netty,HandlerBoss,exceptionCaught,Complex Method,Cyclomatic complexity of the method is 11,145
BungeeCord1,net.md_5.bungee.netty,HandlerBoss,exceptionCaught,Long Statement,The length of the statement "ProxyServer.getInstance().getLogger().log(Level.WARNING`"{0} - corrupted frame: {1}"`new Object[]{handler`cause.getMessage()});" is 127.,145
BungeeCord1,net.md_5.bungee.netty,HandlerBoss,exceptionCaught,Long Statement,The length of the statement "ProxyServer.getInstance().getLogger().log(Level.WARNING`"{0} - bad packet` are mods in use!? {1}"`new Object[]{handler`cause.getCause().getMessage()});" is 151.,145
BungeeCord1,net.md_5.bungee.netty,HandlerBoss,exceptionCaught,Long Statement,The length of the statement "ProxyServer.getInstance().getLogger().log(Level.WARNING`"{0} - overflow in packet detected! {1}"`new Object[]{handler`cause.getCause().getMessage()});" is 150.,145
BungeeCord1,net.md_5.bungee.netty,HandlerBoss,exceptionCaught,Long Statement,The length of the statement "else if (cause instanceof IOException || (cause instanceof IllegalStateException && handler instanceof InitialHandler)) {" is 121.,145
BungeeCord1,net.md_5.bungee.netty,HandlerBoss,exceptionCaught,Long Statement,The length of the statement "ProxyServer.getInstance().getLogger().log(Level.WARNING`"{0} - {1}: {2}"`new Object[]{handler`cause.getClass().getSimpleName()`cause.getMessage()});" is 148.,145
